gene,drug,action
pharmgkb:PA164752439,pharmgkb:PA28493,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28491,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28490,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28496,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28499,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28500,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28503,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA35845,dbv:inhibitor
pharmgkb:PA448068,pharmgkb:PA39,dbv:agonist
pharmgkb:PA450121,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164752439,pharmgkb:PA27478,dbv:agonist
pharmgkb:PA164752439,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA164781360,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA451128,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA164752439,pharmgkb:PA28489,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA451316,pharmgkb:PA236,dbv:inhibitor
pharmgkb:PA164752439,pharmgkb:PA147,dbv:agonist
pharmgkb:PA164752439,pharmgkb:PA147,dbv:antagonist
pharmgkb:PA164781360,pharmgkb:PA147,dbv:antagonist
pharmgkb:PA164752439,pharmgkb:PA28497,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA451128,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA449349,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA164752439,pharmgkb:PA28492,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28494,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28502,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA164752439,pharmgkb:PA28504,dbv:agonist
pharmgkb:PA449050,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA448803,pharmgkb:PA35886,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA450801,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451746,pharmgkb:PA125,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449223,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450801,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA450801,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA419,dbv:substrate
pharmgkb:PA164747651,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164747651,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749044,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449223,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451746,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450085,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448803,pharmgkb:PA73,dbv:substrate
pharmgkb:PA451746,pharmgkb:PA27118,dbv:substrate
pharmgkb:PA448785,pharmgkb:PA34199,dbv:substrate
pharmgkb:PA151917012,pharmgkb:PA58,dbv:substrate
pharmgkb:PA451877,pharmgkb:PA58,dbv:inhibitor
pharmgkb:PA164747651,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451701,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA450085,pharmgkb:PA25294,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450801,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451746,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450428,pharmgkb:PA28207,dbv:substrate
pharmgkb:PA164749044,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA451746,pharmgkb:PA131,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA131,dbv:inducer
pharmgkb:PA449552,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA451746,pharmgkb:PA127,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164768735,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA449552,pharmgkb:PA293,dbv:substrate
pharmgkb:PA450428,pharmgkb:PA327,dbv:substrate
pharmgkb:PA448803,pharmgkb:PA72,dbv:substrate
pharmgkb:PA450395,pharmgkb:PA134976472,dbv:substrate
pharmgkb:PA450395,pharmgkb:PA162403808,dbv:inhibitor
pharmgkb:PA10816,pharmgkb:PA24412,dbv:substrate
pharmgkb:PA10816,pharmgkb:PA24411,dbv:substrate
pharmgkb:PA450341,pharmgkb:PA37815,dbv:inhibitor
pharmgkb:PA450428,pharmgkb:PA37815,dbv:substrate
pharmgkb:PA450428,pharmgkb:PA35837,dbv:substrate
pharmgkb:PA451746,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA29028,dbv:substrate
pharmgkb:PA164749044,pharmgkb:PA134,dbv:inhibitor
pharmgkb:PA450085,pharmgkb:PA107,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA183,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA377,dbv:substrate
pharmgkb:PA451746,pharmgkb:PA121,dbv:substrate
pharmgkb:PA449550,pharmgkb:PA361,dbv:substrate
pharmgkb:PA450801,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA451746,pharmgkb:PA123,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA123,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA420,dbv:substrate
pharmgkb:PA164749044,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449223,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA451746,pharmgkb:PA122,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449550,pharmgkb:PA37178,dbv:substrate
pharmgkb:PA449550,pharmgkb:PA37174,dbv:substrate
pharmgkb:PA449009,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA451731,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451879,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA451879,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10034,pharmgkb:PA130,dbv:inducer
pharmgkb:PA10034,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA390,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA390,dbv:substrate
pharmgkb:PA450373,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449009,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA451731,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA128406956,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449334,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449334,pharmgkb:PA267,dbv:substrate
pharmgkb:PA451881,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA164747651,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450801,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450085,pharmgkb:PA267,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449552,pharmgkb:PA267,dbv:substrate
pharmgkb:PA449591,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA451316,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA451128,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450373,pharmgkb:PA126,dbv:substrate
pharmgkb:PA128406956,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450985,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450985,pharmgkb:PA126,dbv:substrate
pharmgkb:PA10034,pharmgkb:PA126,dbv:inducer
pharmgkb:PA10034,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449009,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA451879,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449683,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA450373,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA450373,pharmgkb:PA124,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA244,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA244,dbv:inhibitor
pharmgkb:PA449552,pharmgkb:PA244,dbv:substrate
pharmgkb:PA449683,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA451578,pharmgkb:PA24380,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA116,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA116,dbv:inhibitor
pharmgkb:PA449552,pharmgkb:PA116,dbv:substrate
pharmgkb:PA450085,pharmgkb:PA134865839,dbv:inhibitor
pharmgkb:PA450428,pharmgkb:PA143,dbv:inhibitor
pharmgkb:PA450428,pharmgkb:PA143,dbv:substrate
pharmgkb:PA128406956,pharmgkb:PA33559,dbv:substrate
pharmgkb:PA451663,pharmgkb:PA397,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA448478,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA449349,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA451731,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA451791,pharmgkb:PA38,dbv:binder
pharmgkb:PA451791,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA142670899,dbv:substrate
pharmgkb:PA448976,pharmgkb:PA134958011,dbv:substrate
pharmgkb:PA450428,pharmgkb:PA432,dbv:substrate
pharmgkb:PA164778686,pharmgkb:PA35840,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA37838,dbv:substrate
pharmgkb:PA448976,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA331,dbv:substrate
pharmgkb:PA449349,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA329,dbv:substrate
pharmgkb:PA448976,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA450085,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA451791,pharmgkb:PA39,dbv:binder
pharmgkb:PA128406956,pharmgkb:PA121,dbv:substrate
pharmgkb:PA451666,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA451791,pharmgkb:PA27478,dbv:other-unknown
pharmgkb:PA450373,pharmgkb:PA123,dbv:substrate
pharmgkb:PA451791,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA449009,pharmgkb:PA122,dbv:inhibitor
pharmgkb:PA451879,pharmgkb:PA122,dbv:substrate
pharmgkb:PA451791,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA128406956,pharmgkb:PA245,dbv:substrate
pharmgkb:PA451791,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA450428,pharmgkb:PA167,dbv:substrate
pharmgkb:PA448976,pharmgkb:PA25930,dbv:substrate
pharmgkb:PA448976,pharmgkb:PA142670900,dbv:substrate
pharmgkb:PA164778686,pharmgkb:PA38197,dbv:inhibitor
pharmgkb:PA164778686,pharmgkb:PA38197,dbv:substrate
pharmgkb:PA450931,pharmgkb:PA38197,dbv:inhibitor
pharmgkb:PA450280,pharmgkb:PA38197,dbv:inhibitor
pharmgkb:PA450280,pharmgkb:PA38197,dbv:substrate
pharmgkb:PA448478,pharmgkb:PA38197,dbv:inhibitor
pharmgkb:PA448976,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA450280,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA448478,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA164781199,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA450842,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA450842,pharmgkb:PA323,dbv:substrate
pharmgkb:PA448406,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA449059,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA449285,pharmgkb:PA25984,dbv:inhibitor
pharmgkb:PA449285,pharmgkb:PA25989,dbv:inhibitor
pharmgkb:PA449285,pharmgkb:PA62,dbv:other
pharmgkb:PA451257,pharmgkb:PA36,dbv:agonist
pharmgkb:PA451257,pharmgkb:PA36,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA37,dbv:agonist
pharmgkb:PA451257,pharmgkb:PA27480,dbv:antagonist
pharmgkb:PA449285,pharmgkb:PA321,dbv:unknown
pharmgkb:PA449285,pharmgkb:PA220,dbv:other
pharmgkb:PA449548,pharmgkb:PA34026,dbv:inhibitor
pharmgkb:PA450842,pharmgkb:PA35838,dbv:substrate
pharmgkb:PA450842,pharmgkb:PA35845,dbv:substrate
pharmgkb:PA449552,pharmgkb:PA58,dbv:inhibitor
pharmgkb:PA449552,pharmgkb:PA58,dbv:substrate
pharmgkb:PA451106,pharmgkb:PA58,dbv:inhibitor
pharmgkb:PA164744927,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164749405,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164749405,pharmgkb:PA26485,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA192,dbv:antagonist
pharmgkb:PA164749405,pharmgkb:PA26486,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA35,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA147,dbv:antagonist
pharmgkb:PA450431,pharmgkb:PA24597,dbv:binder
pharmgkb:PA451257,pharmgkb:PA29550,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA450431,pharmgkb:PA34,dbv:agonist
pharmgkb:PA451257,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA450431,pharmgkb:PA33,dbv:agonist
pharmgkb:PA451257,pharmgkb:PA33,dbv:antagonist
pharmgkb:PA451257,pharmgkb:PA27479,dbv:antagonist
pharmgkb:PA450842,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA448406,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA449059,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA451106,pharmgkb:PA37815,dbv:inhibitor
pharmgkb:PA450842,pharmgkb:PA35837,dbv:substrate
pharmgkb:PA448497,pharmgkb:PA35848,dbv:substrate
pharmgkb:PA450519,pharmgkb:PA35848,dbv:inhibitor
pharmgkb:PA451106,pharmgkb:PA35848,dbv:inhibitor
pharmgkb:PA451106,pharmgkb:PA38283,dbv:inhibitor
pharmgkb:PA448708,pharmgkb:PA24597,dbv:binder
pharmgkb:PA448708,pharmgkb:PA29550,dbv:agonist
pharmgkb:PA164749035,pharmgkb:PA29550,dbv:agonist
pharmgkb:PA164743265,pharmgkb:PA29549,dbv:binder
pharmgkb:PA448708,pharmgkb:PA29549,dbv:agonist
pharmgkb:PA164749035,pharmgkb:PA29549,dbv:agonist
pharmgkb:PA448708,pharmgkb:PA193,dbv:agonist
pharmgkb:PA164749035,pharmgkb:PA193,dbv:agonist
pharmgkb:PA164743265,pharmgkb:PA29552,dbv:binder
pharmgkb:PA164743265,pharmgkb:PA29553,dbv:binder
pharmgkb:PA448708,pharmgkb:PA34,dbv:binder
pharmgkb:PA448708,pharmgkb:PA33,dbv:binder
pharmgkb:PA448708,pharmgkb:PA27479,dbv:agonist
pharmgkb:PA164749035,pharmgkb:PA27479,dbv:agonist
pharmgkb:PA449298,pharmgkb:PA26925,dbv:inhibitor
pharmgkb:PA164746007,pharmgkb:PA35010,dbv:inhibitor
pharmgkb:PA450226,pharmgkb:PA35000,dbv:inhibitor
pharmgkb:PA449283,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28498,dbv:potentiator
pharmgkb:PA164743464,pharmgkb:PA34225,dbv:agonist
pharmgkb:PA164774762,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA164748783,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA449283,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28501,dbv:potentiator
pharmgkb:PA10292,pharmgkb:PA34896,dbv:agonist
pharmgkb:PA164743146,pharmgkb:PA36155,dbv:inducer
pharmgkb:PA449283,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28499,dbv:potentiator
pharmgkb:PA165958351,pharmgkb:PA33129,dbv:inhibitor
pharmgkb:PA449283,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28500,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28503,dbv:potentiator
pharmgkb:PA10292,pharmgkb:PA157,dbv:inhibitor
pharmgkb:PA161748474,pharmgkb:PA157,dbv:inhibitor
pharmgkb:PA165958347,pharmgkb:PA267,dbv:inhibitor,-competitive
pharmgkb:PA134687937,pharmgkb:PA192,dbv:blocker
pharmgkb:PA164743464,pharmgkb:PA34226,dbv:agonist
pharmgkb:PA162565878,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA449283,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA10292,pharmgkb:PA28386,dbv:antagonist
pharmgkb:PA452616,pharmgkb:PA310,dbv:inducer
pharmgkb:PA162565878,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA449283,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28506,dbv:potentiator
pharmgkb:PA164743146,pharmgkb:PA36158,dbv:agonist
pharmgkb:PA451771,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA137179528,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA164748134,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA164781356,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA449283,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA165958351,pharmgkb:PA33130,dbv:inhibitor
pharmgkb:PA164768794,pharmgkb:PA33126,dbv:inhibitor
pharmgkb:PA165958351,pharmgkb:PA33126,dbv:inhibitor
pharmgkb:PA449283,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28502,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA449283,pharmgkb:PA28504,dbv:potentiator
pharmgkb:PA449014,pharmgkb:PA182,dbv:substrate
pharmgkb:PA449293,pharmgkb:PA125,dbv:substrate
pharmgkb:PA449014,pharmgkb:PA334,dbv:substrate
pharmgkb:PA449014,pharmgkb:PA31214,dbv:substrate
pharmgkb:PA449014,pharmgkb:PA31198,dbv:substrate
pharmgkb:PA449484,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10233,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA10233,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449293,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451664,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450576,pharmgkb:PA130,dbv:inducer
pharmgkb:PA449014,pharmgkb:PA29028,dbv:substrate
pharmgkb:PA451737,pharmgkb:PA107,dbv:substrate
pharmgkb:PA449014,pharmgkb:PA183,dbv:substrate
pharmgkb:PA449484,pharmgkb:PA27097,dbv:substrate
pharmgkb:PA449293,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA449293,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451565,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA450576,pharmgkb:PA27093,dbv:inducer
pharmgkb:PA449293,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA451664,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA448519,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA10233,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA10233,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449293,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449293,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449014,pharmgkb:PA31744,dbv:substrate
pharmgkb:PA449493,pharmgkb:PA123,dbv:substrate
pharmgkb:PA450606,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA451260,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA451260,pharmgkb:PA123,dbv:inducer
pharmgkb:PA451260,pharmgkb:PA123,dbv:substrate
pharmgkb:PA449014,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA10233,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA450863,pharmgkb:PA24503,dbv:inhibitor
pharmgkb:PA127840611,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA162364313,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA449092,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA449092,pharmgkb:PA125,dbv:inducer
pharmgkb:PA448966,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA450600,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA449875,pharmgkb:PA130,dbv:substrate
pharmgkb:PA127840611,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA127840611,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749647,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449130,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449130,pharmgkb:PA130,dbv:substrate
pharmgkb:PA162364313,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449092,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449092,pharmgkb:PA130,dbv:inducer
pharmgkb:PA449092,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749056,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449009,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA164749056,pharmgkb:PA27091,dbv:inhibitor
pharmgkb:PA164751373,pharmgkb:PA117,dbv:inhibitor
pharmgkb:PA451879,pharmgkb:PA162407391,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA38478,dbv:inhibitor
pharmgkb:PA451731,pharmgkb:PA156,dbv:modulator
pharmgkb:PA449875,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449092,pharmgkb:PA129,dbv:inducer
pharmgkb:PA451837,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA451837,pharmgkb:PA129,dbv:inducer
pharmgkb:PA451879,pharmgkb:PA358,dbv:inhibitor
pharmgkb:PA127840611,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA449875,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450388,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449092,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449092,pharmgkb:PA126,dbv:inducer
pharmgkb:PA164751373,pharmgkb:PA420,dbv:inducer
pharmgkb:PA449875,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA10034,pharmgkb:PA27618,dbv:antagonist
pharmgkb:PA10034,pharmgkb:PA27617,dbv:antagonist
pharmgkb:PA127840611,pharmgkb:PA127,dbv:inhibitor
pharmgkb:PA449875,pharmgkb:PA124,dbv:substrate
pharmgkb:PA127840611,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA448966,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA450600,pharmgkb:PA35812,dbv:inhibitor
pharmgkb:PA448500,pharmgkb:PA35844,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA37771,dbv:inhibitor
pharmgkb:PA164752425,pharmgkb:PA24503,dbv:substrate
pharmgkb:PA451666,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA448422,pharmgkb:PA125,dbv:substrate
pharmgkb:PA449247,pharmgkb:PA125,dbv:inducer
pharmgkb:PA451666,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451666,pharmgkb:PA128,dbv:substrate
pharmgkb:PA448422,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451583,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451791,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449247,pharmgkb:PA128,dbv:inducer
pharmgkb:PA449683,pharmgkb:PA397,dbv:inhibitor
pharmgkb:PA451846,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA449212,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA449247,pharmgkb:PA27092,dbv:inhibitor
pharmgkb:PA449247,pharmgkb:PA27092,dbv:inducer
pharmgkb:PA449212,pharmgkb:PA33532,dbv:substrate
pharmgkb:PA450760,pharmgkb:PA33730,dbv:substrate
pharmgkb:PA451846,pharmgkb:PA35813,dbv:substrate
pharmgkb:PA449212,pharmgkb:PA27094,dbv:inhibitor
pharmgkb:PA449383,pharmgkb:PA27094,dbv:inhibitor
pharmgkb:PA449383,pharmgkb:PA27094,dbv:inducer
pharmgkb:PA449383,pharmgkb:PA27094,dbv:substrate
pharmgkb:PA451846,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA451846,pharmgkb:PA389,dbv:substrate
pharmgkb:PA449212,pharmgkb:PA331,dbv:substrate
pharmgkb:PA449247,pharmgkb:PA27089,dbv:inhibitor
pharmgkb:PA449247,pharmgkb:PA121,dbv:inducer
pharmgkb:PA451581,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA451581,pharmgkb:PA123,dbv:substrate
pharmgkb:PA448422,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA449247,pharmgkb:PA123,dbv:inducer
pharmgkb:PA449212,pharmgkb:PA131,dbv:inducer
pharmgkb:PA448422,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449247,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449383,pharmgkb:PA131,dbv:substrate
pharmgkb:PA162372840,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449683,pharmgkb:PA420,dbv:substrate
pharmgkb:PA451581,pharmgkb:PA37179,dbv:substrate
pharmgkb:PA451581,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449247,pharmgkb:PA122,dbv:inducer
pharmgkb:PA449247,pharmgkb:PA122,dbv:substrate
